Generation,P0_meanFit,P0_varFit,relFitness,N,Patch_Number,S_OD,Unnamed: 0,cMperChrom,fit_MAC,fit_PAC,generalCommandsPath,generalOutputPath,migration_scenario,mu,nbChrom,nbGenerations,nbLoci,nbLoci_MAC,nbLoci_OD,nbLoci_PAC,nbPairsLoci_OD,nbReplicates,outputOptions,selectionOn,simulationSuperSetID
60,0.9936712889999998,0.00014929999999999997,0.9936712889999998,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
61,0.9938305890000013,0.00014614099999999994,0.9938305890000013,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
62,0.9939763109999998,0.00014280799999999996,0.9939763109999998,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
63,0.9941087360000007,0.0001394110000000001,0.9941087360000007,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
64,0.994243377999999,0.0001363259999999998,0.994243377999999,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
65,0.9943558620000003,0.00013347,0.9943558620000003,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
66,0.9944810679999999,0.00013030699999999965,0.9944810679999999,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
67,0.9946105000000013,0.00012724699999999993,0.9946105000000013,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
68,0.9947483390000004,0.00012400400000000007,0.9947483390000004,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
69,0.9948700130000006,0.0001210989999999999,0.9948700130000006,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
70,0.994990812000002,0.00011845700000000008,0.994990812000002,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
71,0.9951117730000001,0.00011554899999999995,0.9951117730000001,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
72,0.9952453889999997,0.00011256199999999992,0.9952453889999997,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
73,0.9953505770000007,0.00011020999999999999,0.9953505770000007,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
74,0.9954480590000003,0.00010755400000000005,0.9954480590000003,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
75,0.9955512740000007,0.00010504500000000014,0.9955512740000007,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
76,0.9956400920000004,0.00010317199999999979,0.9956400920000004,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
77,0.9957435999999998,0.00010084700000000007,0.9957435999999998,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
78,0.9958410539999998,9.834699999999999e-05,0.9958410539999998,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
79,0.9959492329999985,9.572199999999996e-05,0.9959492329999985,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
80,0.9960293979999999,9.417399999999985e-05,0.9960293979999999,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
81,0.9961168819999997,9.206000000000001e-05,0.9961168819999997,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
82,0.996209377999999,8.987099999999994e-05,0.996209377999999,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
83,0.9962948179999999,8.764599999999987e-05,0.9962948179999999,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
84,0.9963855160000011,8.56290000000002e-05,0.9963855160000011,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
85,0.9964821569999989,8.339399999999994e-05,0.9964821569999989,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
86,0.9965546799999989,8.165900000000004e-05,0.9965546799999989,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
87,0.9966422790000006,7.941899999999995e-05,0.9966422790000006,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
88,0.9967132069999998,7.777000000000005e-05,0.9967132069999998,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
89,0.9968094289999997,7.557399999999998e-05,0.9968094289999997,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
90,0.9968930689999989,7.363700000000003e-05,0.9968930689999989,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
91,0.9969538210000014,7.230099999999998e-05,0.9969538210000014,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
92,0.9970194069999996,7.070699999999999e-05,0.9970194069999996,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
93,0.9970938729999982,6.895299999999995e-05,0.9970938729999982,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
94,0.9971676900000015,6.723500000000003e-05,0.9971676900000015,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
95,0.9972359679999997,6.555799999999998e-05,0.9972359679999997,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
96,0.9973120169999994,6.377999999999995e-05,0.9973120169999994,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
97,0.9973821059999989,6.227300000000009e-05,0.9973821059999989,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
98,0.9974474390000005,6.0605000000000014e-05,0.9974474390000005,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
99,0.997499357999999,5.948200000000004e-05,0.997499357999999,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
100,0.9975616570000001,5.7974000000000025e-05,0.9975616570000001,1000,1,0.025,5,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,20,0,20,0,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
0,1.0,0.0,1.0,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
1,1.0,0.0,1.0,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
2,0.9799995560000025,0.0037936389999999936,0.9799995560000025,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
3,0.9775383990000001,0.0037837210000000038,0.9775383990000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
4,0.9780082919999986,0.003294739000000001,0.9780082919999986,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
5,0.9795305040000002,0.0027695470000000037,0.9795305040000002,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
6,0.9813232930000004,0.0023331329999999977,0.9813232930000004,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
7,0.9831913270000008,0.0019893560000000016,0.9831913270000008,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
8,0.9848572140000001,0.00172405,0.9848572140000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
9,0.9863266610000005,0.0015191720000000007,0.9863266610000005,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
10,0.9877138920000005,0.0013481339999999995,0.9877138920000005,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
11,0.9890140099999999,0.0011962299999999997,0.9890140099999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
12,0.9901458769999999,0.0010700619999999997,0.9901458769999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
13,0.9911864719999998,0.0009569839999999994,0.9911864719999998,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
14,0.9921317369999997,0.000853864,0.9921317369999997,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
15,0.9930271409999993,0.0007584339999999992,0.9930271409999993,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
16,0.9937870630000002,0.0006773859999999997,0.9937870630000002,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
17,0.9944179120000005,0.000606573999999999,0.9944179120000005,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
